,index,P_Z0,P_Z1,P_WH,T_Z0,T_Z1,top_icv_status,bottom_icv_status,failure,P_bottom,T_WH,Type
0,0,847.2702794948104,785.8533232479041,224.54798036554647,90.09478528154531,88.1602317924662,True,True,False,846.380649424555,76.5885131089724,
1,0,841.2858097338017,785.0027670899287,229.36313635729167,89.05468002381429,86.14826394571418,True,True,False,842.33824891455,74.4946878603592,
2,0,408.8265963442668,353.5388534558315,229.99297220352372,89.84674489557591,88.26811908005446,True,True,False,428.293693321617,4.84306698886331,
3,0,411.68885063995157,357.55596680653275,226.4943761307331,89.10985842398756,87.76414561526884,True,False,True,420.364240480814,4.99592582753075,Close_Bottom
4,0,792.1673902565021,728.8623071176917,221.47782432205673,89.09963078122229,91.48637156983754,True,False,False,711.167601503403,72.3914119056203,
5,0,782.2699246905474,729.2605640160243,231.4762436869679,85.94280447692212,88.09004326463601,True,True,False,786.412760975848,69.7425840395772,Open_Bottom
6,0,771.681551008058,720.5427511229876,202.13107835320847,88.81476176281524,88.72979121769818,True,True,False,775.453052304727,72.8690467622764,
7,0,798.5383554905376,710.3013659005122,197.81348132329603,86.3378407693793,87.82515967409698,True,True,True,789.569573118259,71.8789070742578,Close_Bottom
8,0,779.407472784576,734.6273081674436,227.63603605990352,89.11934594462471,87.4614940341996,True,True,False,785.812672519423,71.2761766611599,
9,0,794.5383809888289,722.1105511238694,227.82955374446001,87.34862461488369,89.50411427851233,True,True,True,792.124194614812,71.3540509450312,Close_Top
10,0,823.8688094693298,767.8764608761284,109.85207651932843,75.51817562902977,77.1982415238035,True,True,False,820.665032102793,70.2148958759431,
11,0,810.9972555807988,761.4305853904458,110.16460851916824,74.58092549049114,75.85631268234113,True,True,True,810.100151433583,68.5329500992854,Close_Top
12,0,839.5899096794584,781.1657878913541,201.41572738879913,85.34612303817651,89.11244025834479,True,True,False,838.923842147144,75.9798366403698,
13,0,849.6038939539318,792.0539108983781,203.1711457803675,88.44132441170686,86.87684627744419,True,True,True,848.903320525864,76.8346423918734,Close_Bottom
14,0,773.2639744896971,732.1285350761406,221.44818031961452,89.08815787751743,90.10630894118361,True,True,False,780.625934918941,72.9209485193188,
15,0,773.7726345798867,726.4983640574297,227.60937436772758,87.90182862138802,89.12817718533069,True,True,True,779.683776403177,71.1136912937278,Close_Bottom
16,0,785.9861346452958,740.0733740886157,231.90672561826892,88.71373787330107,89.57485119835036,True,True,False,792.034437056184,72.396146546501,
